category,rating,reviews,content_rating,last_updated_on,price_transformed,size_transformed,release_transformed,os_transformed,downloads
Game Racing,4.01,3972,Everyone,2019-02-03,0.0,30M,3,4.0 and up,"1,000,000+"
Sports,4.0,176448,Everyone,2018-12-26,0.0,10M,5.3.0,4.4 and up,"5,000,000+"
Game Strategy,4.26,15223,Everyone 10+,2020-05-01,0.0,57M,0.3.169,2.3 and up,"1,000,000+"
Game Role Playing,4.38,58290,Teen,2020-04-23,0.0,79M,29.3.1,4.0.3 and up,"1,000,000+"
Food And Drink,3.8,21314,Everyone,2019-08-28,0.0,41M,7.9.0.0,4.4 and up,"1,000,000+"
Entertainment,3.99,69266,Everyone,2020-05-02,0.0,26M,4.3.1,5.0 and up,"5,000,000+"
Business,3.82,1414,Everyone,2020-04-28,0.0,54M,3.26.1,5.0 and up,"100,000+"
Game Puzzle,4.85,5831,Everyone 10+,2019-12-11,372.1542,75M,3.1,4.4 and up,"100,000+"
Books And Reference,4.22,526,Everyone,2019-09-11,0.0,1.1M,2.0.1,2.2 and up,"100,000+"
Game Puzzle,4.7,226,Everyone,2019-09-18,0.0,36M,1.4,4.1 and up,"10,000+"
Travel And Local,4.43,53560,Everyone,2020-04-11,0.0,25M,8.4.2,5.0 and up,"1,000,000+"
Education,4.2,3692,Everyone,2016-08-26,0.0,4.4M,4.1.3,2.3.3 and up,"100,000+"
Lifestyle,4.15,2101,Everyone,2018-08-16,0.0,7.6M,2.2.0,4.1 and up,"100,000+"
Dating,4.2,24,Mature 17+,2019-08-15,0.0,4.9M,1.0,4.0.3 and up,"1,000+"
Lifestyle,3.2,1491,Everyone,2019-01-19,0.0,33M,5.5.2,4.0.3 and up,"100,000+"
Sports,3.14,1105,Everyone,2019-01-03,0.0,,,,"100,000+"
Personalization,4.59,103,Everyone,2019-10-10,111.1242,,,,"1,000+"
Game Educational,4.58,1095,Everyone,2020-03-21,0.0,3.2M,4.2.1_9,4.0 and up,"50,000+"
Medical,4.5,4027,Everyone,2018-11-14,0.0,8.4M,2.4.1,4.0 and up,"100,000+"
Photography,3.93,949,Teen,2019-11-19,0.0,2.9M,1,4.0 and up,"100,000+"
Education,5.0,1,Everyone,2019-06-12,558.6042,21M,2.63.0,4.4 and up,10+
Sports,4.34,58,Everyone,2020-01-16,0.0,12M,0.5.6,4.1 and up,"10,000+"
Finance,4.56,182686,Everyone,2020-05-05,0.0,37M,5.7.1,4.4 and up,"5,000,000+"
Finance,4.59,81582,Everyone,2020-04-30,0.0,,,,"5,000,000+"
News And Magazines,4.0,2,Everyone,2018-06-12,0.0,12M,1.1,4.1 and up,50+
Finance,2.25,4,Everyone,2018-01-05,0.0,23M,1,4.1 and up,50+
Game Action,4.71,534510,Everyone,2020-03-25,0.0,85M,1.40.1.5889,4.4 and up,"10,000,000+"
Game,4.5,1385093,Everyone,2019-09-06,0.0,35M,1.7.40,4.1 and up,"100,000,000+"
Game Action,4.21,129359,Everyone 10+,2020-01-08,0.0,39M,2.1.1,,"10,000,000+"
Game Word,4.48,872,Everyone,2019-05-29,0.0,32M,1.0.46,3.0 and up,"100,000+"
Game Puzzle,4.49,158701,Everyone,2020-02-26,0.0,17M,8.5.4,4.1 and up,"10,000,000+"
Finance,4.6,87951,Everyone,2019-08-27,0.0,68M,9.7.0,4.1 and up,"5,000,000+"
Productivity,4.56,7262,Everyone,2020-04-17,0.0,8.0M,9.7.7,4.2 and up,"500,000+"
Tools,4.14,292,Everyone,2020-02-07,0.0,2.2M,10.1,4.0 and up,"10,000+"
Game Board,4.75,4,Everyone,2016-10-07,73.8342,42M,1.1,5.1 and up,100+
Education,3.75,4,Everyone,2019-11-01,0.0,3.4M,1,4.1 and up,"1,000+"
Tools,4.33,446,Everyone,2020-01-23,0.0,7.3M,1.01,4.1 and up,"100,000+"
Lifestyle,3.55,107,Everyone,2020-04-08,0.0,3.8M,5.5.1,4.4 and up,"50,000+"
Photography,4.1,560,Everyone,2018-03-08,0.0,1.7M,1.07,4.0 and up,"10,000+"
Sports,4.07,816,Everyone 10+,2019-11-17,0.0,10M,1,4.0.3 and up,"100,000+"
Education,4.13,25801,Everyone,2019-11-12,0.0,9.5M,1.06.6,4.0 and up,"1,000,000+"
Sports,3.8,926,Everyone,2014-09-05,0.0,7.6M,1.0.0,2.2 and up,"50,000+"
Education,4.14,37,Everyone,2019-08-02,0.0,88M,1.4.2,4.3 and up,"5,000+"
Shopping,4.72,5517729,Everyone,2020-04-28,0.0,,9.36.4,4.1 and up,"100,000,000+"
Productivity,4.0,21722,Everyone,2020-04-07,0.0,23M,7.1.3,5.0 and up,"1,000,000+"
Education,4.19,32,Everyone,2019-07-28,0.0,5.4M,2,4.0.3 and up,"5,000+"
Photography,3.98,33218,Everyone,2018-11-17,0.0,43M,1.5.1,4.1 and up,"5,000,000+"
Education,4.36,425,Everyone,2020-04-08,0.0,39M,1.0.5,4.0 and up,"1,000,000+"
Music And Audio,4.25,660,Everyone,2020-04-16,0.0,37M,4.2.3,4.1 and up,"100,000+"
Game Strategy,4.76,127,Everyone,2020-03-10,222.9942,,1.1.0,4.0 and up,"5,000+"
Business,4.6,2555,Everyone,2018-07-07,0.0,16M,2.5.0,4.4 and up,"100,000+"
Sports,4.27,359,Everyone,2020-04-30,0.0,24M,2.6.8,4.4 and up,"10,000+"
Travel And Local,3.8,43,Everyone,2018-04-11,0.0,22M,16.51.1,2.3 and up,"10,000+"
Communication,3.93,6195,Everyone,2020-02-22,0.0,2.6M,1,4.0.3 and up,"1,000,000+"
Entertainment,4.65,31,Everyone,2020-01-10,0.0,9.6M,1.1,4.0 and up,"10,000+"
Education,4.3,206,Everyone,2018-01-24,0.0,18M,1.12.1,2.3 and up,"50,000+"
Game Casual,4.57,1150,Everyone,2019-11-30,0.0,9.9M,1.3.0,4.0 and up,"100,000+"
Health And Fitness,4.79,2182,Everyone,2020-04-13,0.0,,1.1,5.0 and up,"50,000+"
Business,4.35,23,Everyone,2015-07-21,0.0,1.5M,1.5,2.2 and up,"5,000+"
Finance,4.17,15468,Everyone,2019-12-05,0.0,20M,1.04,4.0 and up,"1,000,000+"
Health And Fitness,2.4,44,Everyone,2019-09-05,0.0,49M,V1.0.1,4.3 and up,"1,000+"
Communication,5.0,5,Everyone,2020-02-27,0.0,5.0M,2,4.0.3 and up,"1,000+"
Education,4.41,103,Everyone,2020-04-26,0.0,3.5M,1.0.15,4.2 and up,"10,000+"
Photography,3.97,19451,Everyone,2018-03-15,0.0,19M,5.15.0.01270,4.0.3 and up,"5,000,000+"
News And Magazines,4.6,697212,Mature 17+,2019-09-06,0.0,,,,"10,000,000+"
Entertainment,4.85,13,Mature 17+,2019-11-08,0.0,10M,Sesana 5.2,4.1 and up,"5,000+"
Food And Drink,4.68,133,Everyone,2020-01-22,0.0,11M,1.06,4.1 and up,"10,000+"
Weather,4.61,77711,Everyone,2020-04-06,0.0,,,,"5,000,000+"
Tools,4.66,1159,Everyone,2019-10-06,0.0,14M,4.0.8,4.0.3 and up,"100,000+"
Game Card,4.27,20488,Everyone,2020-04-15,0.0,23M,4.2,4.1 and up,"1,000,000+"
Tools,4.29,226,Everyone,2020-04-06,0.0,3.4M,7.9,4.1 and up,"50,000+"
Game Action,3.82,18129,Teen,2019-11-29,0.0,21M,1.01.02,4.4 and up,"1,000,000+"
Education,4.46,59,Mature 17+,2019-08-11,0.0,5.1M,1,4.0.3 and up,"5,000+"
Food And Drink,4.81,134,Everyone,2019-09-21,0.0,5.2M,1.01,4.1 and up,"10,000+"
Video Players,3.0,78,Everyone,2014-10-24,0.0,322k,1.3,1.6 and up,"10,000+"
Tools,4.45,4262105,Everyone,2020-01-24,0.0,,,,"100,000,000+"
Finance,4.68,699795,Everyone,2020-05-06,0.0,51M,5.48.3,5.0 and up,"10,000,000+"
Family,4.3,159,Everyone,2016-03-09,0.0,13M,1.0,4.0 and up,"10,000+"
Books And Reference,4.57,56741,Everyone,2020-05-03,0.0,69M,7.0.5,4.4 and up,"1,000,000+"
Education,4.8,177,Everyone,2020-04-21,0.0,4.9M,1.3 psm,4.0.3 and up,"50,000+"
Entertainment,4.47,709,Everyone,2020-04-01,0.0,52M,2.0.1,4.1 and up,"50,000+"
Photography,5.0,15,Everyone,2020-03-19,0.0,12M,1.1,4.1 and up,"5,000+"
Productivity,5.0,2,Everyone,2020-02-24,0.0,11M,1.2-lite,4.0.3 and up,100+
Parenting,3.8,3668,Everyone,2020-04-27,0.0,4.0M,2.20.2714,4.0 and up,"1,000,000+"
Music And Audio,4.66,41,Everyone,2020-02-21,0.0,3.4M,3,4.0 and up,"1,000+"
Productivity,4.51,5988,Everyone,2020-03-13,0.0,34M,1.19.2,4.4 and up,"500,000+"
Personalization,4.7,670,Everyone,2020-05-06,0.0,8.5M,1.17,4.1 and up,"100,000+"
Lifestyle,3.68,35349,Everyone,2020-04-23,0.0,22M,6.3.7,4.0 and up,"10,000,000+"
Education,4.7,20,Everyone,2019-12-18,0.0,5.6M,1,4.1 and up,100+
Tools,4.02,84,Everyone,2020-04-27,0.0,9.9M,3.1,4.4 and up,"10,000+"
Productivity,2.34,1166,Everyone,2019-11-07,0.0,52M,2.0.3.1138,4.4 and up,"100,000+"
Travel And Local,2.95,97,Everyone,2020-01-15,0.0,9.1M,2.1.5-prod,5.0 and up,"10,000+"
Game,4.4,8923587,Everyone,2019-08-06,0.0,63M,1.37.2,4.2 and up,"100,000,000+"
Game Educational,4.34,216,Everyone,2020-04-27,0.0,49M,2.3,4.1 and up,"50,000+"
Tools,2.6,5,Everyone,2019-04-27,0.0,636k,2.0.180226.1,4.2 and up,500+
Education,4.26,144,Everyone,2019-09-26,0.0,3.2M,2.1.0,4.1 and up,"100,000+"
Finance,3.63,89,Everyone,2020-01-16,0.0,8.4M,1.0.27,4.2 and up,"10,000+"
Game Arcade,4.62,221427,Everyone,2020-04-30,0.0,79M,3.16.0,4.1 and up,"5,000,000+"
Maps And Navigation,4.39,266,Everyone,2019-11-21,0.0,5.0M,1,4.0 and up,"50,000+"
Family,4.2,1493,Everyone,2019-05-06,0.0,57M,1.0.9,4.1 and up,"100,000+"
Entertainment,4.15,12029,Everyone,2020-04-21,0.0,37M,8,4.1 and up,"5,000,000+"
Music And Audio,4.51,362699,Everyone,2020-04-07,0.0,6.3M,"V2.85, build 722 (04.03.2019)",4.0 and up,"10,000,000+"
Game Simulation,4.3,4876,Teen,2018-11-08,372.1542,16M,1.1.2,4.0.3 and up,"100,000+"
Lifestyle,4.28,3178,Everyone,2020-04-24,372.1542,21M,5.2.0,4.1 and up,"100,000+"
Education,5.0,2,Everyone,2019-10-19,0.0,5.1M,1.3.0,4.1 and up,100+
Education,4.45,56,Everyone,2020-03-26,0.0,,1.8.5,4.1 and up,"10,000+"
Communication,3.82,422,Everyone,2020-03-31,0.0,10M,1.1.0,4.1 and up,"50,000+"
Music And Audio,4.0,2,Everyone,2019-06-21,0.0,4.9M,0.1,4.1 and up,10+
Parenting,5.0,1,Everyone,2020-03-22,0.0,27M,1.0.3,4.1 and up,500+
Social,4.09,85766433,Teen,2020-05-06,0.0,,,,"1,000,000,000+"
News And Magazines,4.19,664,Everyone,2019-12-25,0.0,4.5M,2.2.2.3,4.0 and up,"10,000+"
Photography,4.83,18286,Everyone,2020-04-17,0.0,65M,2.0.13,4.4 and up,"1,000,000+"
Game Arcade,4.56,179043,Everyone,2020-04-04,0.0,36M,1.7.2,4.4 and up,"10,000,000+"
Education,5.0,2,Everyone,2020-04-22,0.0,44M,1.0.4,5.0 and up,10+
Shopping,2.81,1242,Mature 17+,2020-05-04,0.0,58M,4.2.4,5.0 and up,"100,000+"
Finance,4.24,4637,Everyone,2020-04-18,0.0,24M,1.11,5.0 and up,"500,000+"
Books And Reference,4.28,32485,Everyone,2020-02-21,0.0,17M,1.5.2,2.3 and up,"1,000,000+"
Health And Fitness,4.83,23,Everyone,2019-06-10,521.3142,53M,1.2,4.4 and up,100+
Maps And Navigation,4.8,173,Everyone,2019-10-30,0.0,7.0M,1.8.0,4.4 and up,"5,000+"
Tools,3.56,46143,Everyone,2020-04-09,0.0,,,,"50,000,000+"
Family,3.9,1938,Teen,2019-06-29,0.0,62M,1.6,4.1 and up,"1,000,000+"
Education,4.28,689,Everyone,2019-10-26,0.0,5.8M,1,4.1 and up,"500,000+"
Video Players,4.26,5422,Everyone,2016-11-23,0.0,45k,1,2.3 and up,"500,000+"
Finance,4.3,37580,Everyone,2019-09-05,0.0,,4.5.2.1,4.4 and up,"5,000,000+"
Tools,4.41,2208,Everyone,2020-03-19,0.0,6.1M,1.3.4.264,4.3 and up,"100,000+"
Personalization,4.5,901110,Everyone 10+,2019-08-14,0.0,,,,"10,000,000+"
Sports,4.43,1595,Everyone,2020-05-06,0.0,15M,2.4,4.1 and up,"100,000+"
Photography,4.63,583,Everyone,2020-04-05,0.0,12M,1.5,4.1 and up,"100,000+"
Books And Reference,4.25,61373,Everyone 10+,2019-05-24,0.0,,,,"5,000,000+"
Medical,4.29,3016,Everyone,2020-04-27,0.0,34M,4.8.0,4.1 and up,"100,000+"
Family,3.9,974,Everyone,2019-02-19,0.0,14M,2.0.0,4.0.3 and up,"500,000+"
Productivity,5.0,9,Everyone,2019-03-18,0.0,25M,1.7.8,4.0.3 and up,50+
Game Arcade,3.3,2397,Teen,2016-03-14,0.0,4.3M,2.6,3.0 and up,"100,000+"
Game Action,4.35,43,Mature 17+,2016-10-09,1117.9542,,1.2,,500+
Books And Reference,4.08,53,Everyone,2019-12-31,0.0,1.8M,6,4.1 and up,"10,000+"
Communication,4.08,183,Everyone,2020-01-05,0.0,5.7M,1,4.0.3 and up,"100,000+"
Game Adventure,4.37,1425485,Teen,2020-05-05,0.0,,1.15.1,4.4 and up,"10,000,000+"
Game Puzzle,4.0,9303,Everyone,2020-01-03,0.0,9.0M,1.51,4.1 and up,"1,000,000+"
Game Casual,4.4,386313,Everyone,2020-03-06,0.0,30M,9.3.9,4.0.3 and up,"10,000,000+"
Books And Reference,4.28,163,Everyone,2019-05-28,0.0,53M,2,4.0 and up,"10,000+"
Books And Reference,4.75,5590,Everyone,2020-03-07,0.0,7.4M,10,4.4 and up,"100,000+"
Social,4.01,19102,Mature 17+,2018-11-02,0.0,5.3M,2.5.0,4.1 and up,"1,000,000+"
Entertainment,4.55,1456,Teen,2020-02-11,0.0,26M,1,4.0.3 and up,"100,000+"
Photography,4.0,802,Everyone,2018-06-07,0.0,5.1M,1.1,2.3 and up,"100,000+"
Books And Reference,4.43,2706,Everyone,2019-11-12,0.0,11M,2.0.0,4.0.3 and up,"100,000+"
Finance,3.36,895,Everyone,2020-05-05,0.0,11M,3.1.0,4.1 and up,"100,000+"
Libraries And Demo,4.54,589,Everyone,2020-01-23,0.0,4.9M,1,4.4 and up,"10,000+"
Sports,4.2,18679,Everyone,2019-05-30,0.0,,,,"1,000,000+"
Productivity,3.73,36502,Everyone,2020-05-06,0.0,8.4M,17.4.0,4.1 and up,"5,000,000+"
Family,4.3,96045,Everyone,2017-08-30,0.0,25M,1.0.4,4.1 and up,"5,000,000+"
Business,3.58,33,Everyone,2020-01-08,0.0,9.6M,1.3.2,4.0 and up,"10,000+"
Lifestyle,4.63,382,Everyone,2018-08-18,0.0,15M,3.6.2,4.1 and up,"50,000+"
Music And Audio,4.45,74,Everyone,2017-08-11,0.0,8.6M,1,2.3.3 and up,"10,000+"
Productivity,3.0,5,Everyone,2015-03-18,372.1542,7.0M,1.3,2.2 and up,100+
Productivity,4.41,29,Everyone,2020-02-08,0.0,6.3M,2,4.0.3 and up,"10,000+"
Sports,3.02,1868,Everyone,2018-12-08,0.0,64M,3.1.0,4.4 and up,"100,000+"
Lifestyle,4.4,13213,Everyone,2019-05-02,0.0,22M,5.800.04,4.0.3 and up,"1,000,000+"
Education,4.91,11,Everyone,2019-11-27,1789.1742,32M,Full-final,4.1 and up,10+
Family,3.3,279,Everyone,2019-01-29,0.0,14M,1.6.6,4.4 and up,"10,000+"
Entertainment,4.15,458249,Everyone,2020-02-13,0.0,,,,"50,000,000+"
Sports,3.99,894,Everyone,2020-03-13,0.0,16M,4.1.3,4.4 and up,"50,000+"
Tools,4.17,6,Everyone,2019-08-23,0.0,2.8M,1.2,5.0 and up,"1,000+"
Game Role Playing,4.51,8411,Everyone,2020-04-21,0.0,63M,1.115,4.1 and up,"100,000+"
Education,4.87,191412,Everyone,2020-03-26,0.0,18M,4.8.0,4.1 and up,"1,000,000+"
News And Magazines,4.2,536958,Everyone,2020-05-06,0.0,,,,"10,000,000+"
Family,4.4,351607,Everyone 10+,2017-08-03,0.0,8.7M,1.26.03,2.3.3 and up,"5,000,000+"
Productivity,4.4,3031,Everyone,2019-04-27,0.0,,,,"500,000+"
Family,4.4,431,Everyone,2017-07-18,0.0,17M,1.1.1,4.0 and up,"10,000+"
Video Players,4.23,4822,Everyone,2019-11-21,0.0,5.3M,1.2.0,4.0 and up,"1,000,000+"
Travel And Local,3.91,44,Teen,2019-05-09,0.0,23M,0.6,4.4 and up,"10,000+"
Game Role Playing,4.58,567,Everyone 10+,2019-11-18,0.0,7.7M,1.0.10,4.0 and up,"10,000+"
House And Home,4.21,184,Everyone,2018-12-19,0.0,10M,1,2.3 and up,"100,000+"
Entertainment,4.29,114655,Everyone,2020-04-28,0.0,,,4.2 and up,"5,000,000+"
Tools,3.23,9153,Everyone,2019-08-21,0.0,42k,2.6.3,2.3 and up,"5,000,000+"
Communication,4.49,43,Everyone,2019-12-01,0.0,2.2M,1,4.0 and up,"10,000+"
Video Players,3.69,4210,Everyone,2011-11-18,0.0,718k,1.2.1,2.1 and up,"500,000+"
Medical,4.61,2276,Teen,2020-05-03,0.0,54M,2.0.3726,4.1 and up,"100,000+"
Entertainment,3.82,577,Everyone,2018-07-04,0.0,4.2M,2.6,3.2 and up,"100,000+"
Game Sports,4.07,32983,Everyone,2016-08-13,0.0,,,,"1,000,000+"
Education,4.43,163,Everyone,2018-01-16,0.0,24M,2.1.9,4.0 and up,"10,000+"
Game Arcade,4.1,530,Everyone,2019-11-21,0.0,41M,1.0.1,4.1 and up,"100,000+"
Tools,3.3,688,Everyone,2018-10-10,0.0,5.5M,2.3.5,2.3.3 and up,"100,000+"
Food And Drink,4.18,78,Everyone,2020-03-22,0.0,21M,2.1.6,4.1 and up,"1,000+"
Productivity,3.96,18323,Everyone,2019-05-15,0.0,,,,"1,000,000+"
Tools,4.48,75,Everyone,2020-03-19,0.0,10.0M,4.4.10.4446,4.0.3 and up,"1,000+"
House And Home,4.54,15670,Everyone,2020-05-02,0.0,8.8M,2.13.0,5.0 and up,"1,000,000+"
Game Adventure,4.68,3876,Teen,2017-03-02,521.3142,22M,1.4,4.0.3 and up,"10,000+"
Game Adventure,4.14,15604,Everyone,2020-03-30,0.0,99M,1.8.9,4.4 and up,"1,000,000+"
Game Action,4.25,13627,Everyone,2016-04-21,0.0,9.8M,4.71,2.3.3 and up,"100,000+"
Education,4.41,29,Everyone,2020-01-03,0.0,8.5M,3.7.5,4.4 and up,"1,000+"
Education,4.61,8647,Everyone,2020-03-27,0.0,14M,3.9,4.1 and up,"1,000,000+"
Entertainment,4.7,67,Everyone,2019-08-12,0.0,2.4M,1,4.0.3 and up,"1,000+"
Music And Audio,3.37,1748,Everyone,2020-05-07,0.0,,,,"100,000+"
Game Casual,4.46,3766,Everyone,2020-01-18,0.0,19M,1.7.3122,2.3 and up,"1,000,000+"
Photography,3.85,48,Teen,2020-02-22,0.0,9.2M,2019.2,4.0.3 and up,"5,000+"
Tools,3.56,9942,Everyone,2020-03-17,0.0,3.7M,2.3,6.0 and up,"1,000,000+"
Game Arcade,4.43,341075,Everyone,2017-11-10,0.0,46M,2.0.2,4.0.3 and up,"10,000,000+"
Education,4.62,73,Everyone,2020-04-25,0.0,6.2M,3.6,4.1 and up,"10,000+"
Game Sports,4.75,12,Everyone,2019-11-04,111.1242,92M,1.3.4,4.0.3 and up,500+
Game,4.2,211,Teen,2018-09-22,0.0,44M,1.1,2.3 and up,"10,000+"
Education,4.71,17,Everyone,2019-08-07,0.0,6.5M,1,4.0 and up,"10,000+"
Game Puzzle,4.63,9314,Everyone,2020-05-04,0.0,36M,1.9.6,4.1 and up,"1,000,000+"
Entertainment,4.83,435,Everyone,2020-03-25,0.0,46M,4.0.1,4.2 and up,"10,000+"
Finance,4.63,1468342,Everyone,2020-04-02,0.0,43M,3.63,5.0 and up,"10,000,000+"
Sports,4.39,7450,Everyone,2020-04-07,0.0,,,,"500,000+"
Communication,4.52,1658,Everyone,2020-01-24,0.0,,,,"100,000+"
Game Word,4.5,2826,Everyone,2020-04-29,0.0,50M,1.7.7,4.1 and up,"100,000+"
Shopping,4.71,1902545,Teen,2020-05-06,0.0,,,,"50,000,000+"
Business,4.85,17098,Everyone,2020-05-01,0.0,36M,2.4.0.1,4.4 and up,"100,000+"
Finance,4.25,130958,Everyone,2020-05-06,0.0,34M,5.48.0,5.0 and up,"5,000,000+"
Books And Reference,4.1,85842,Everyone,2019-07-30,0.0,37M,5.0.6,4.0 and up,"5,000,000+"
Tools,3.88,8,Everyone,2019-06-24,0.0,1.5M,0.5.0,4.0.3 and up,"5,000+"
Music And Audio,4.63,743,Everyone,2019-12-12,0.0,2.3M,3.3.2,4.0.3 and up,"100,000+"
Game Simulation,4.35,79632,Everyone,2020-01-26,0.0,,,,"1,000,000+"
Game Puzzle,4.41,10295,Everyone 10+,2020-03-19,0.0,23M,1.8.5,4.0 and up,"500,000+"
Game Casual,4.39,54878,Everyone,2020-03-31,0.0,18M,6.9.3935,4.0.3 and up,"10,000,000+"
News And Magazines,4.4,1071,Everyone,2019-08-29,0.0,9.7M,5.8.0,4.1 and up,"500,000+"
Tools,3.96,50,Everyone,2020-04-20,0.0,6.6M,3.4,4.0 and up,"10,000+"
Education,4.87,5436,Everyone,2020-04-12,0.0,47M,Turk.tarihi.2019,4.0.3 and up,"100,000+"
Travel And Local,4.18,164,Everyone,2020-05-02,0.0,25M,3.0.4,4.4 and up,"50,000+"
Business,3.74,38,Everyone,2020-04-17,0.0,12M,2.01.205,4.1 and up,"1,000+"
Entertainment,3.02,83,Everyone,2016-08-04,0.0,31M,1,2.3.3 and up,"10,000+"
Game,4.1,8608,Teen,2019-06-21,0.0,46M,1.4.5,4.1 and up,"500,000+"
Game Simulation,4.58,1458142,Everyone,2020-04-30,0.0,47M,6.4.1,5.0 and up,"10,000,000+"
Personalization,4.59,872,Everyone,2019-11-03,0.0,14M,1.02,4.1 and up,"50,000+"
Productivity,4.48,1038,Everyone,2019-10-18,0.0,,,4.4 and up,"50,000+"
Video Players,3.9,28835,Teen,2019-08-30,0.0,,,,"1,000,000+"
Food And Drink,4.0,848,Everyone,2019-03-30,0.0,25M,2.1,4.1 and up,"100,000+"
Lifestyle,2.1,86,Everyone,2019-08-21,0.0,29M,3.0.3,4.3 and up,"10,000+"
Game,4.5,148895,Everyone,2019-08-21,0.0,46M,1.20.1,4.0.3 and up,"10,000,000+"
Auto And Vehicles,5.0,1,Everyone,2019-11-03,0.0,2.1M,1.2,4.4 and up,500+
Game Strategy,4.43,41407,Teen,2020-05-01,0.0,77M,3.3.2,4.1 and up,"1,000,000+"
Books And Reference,4.58,1495,Everyone,2020-03-29,0.0,2.8M,2.4,4.0.3 and up,"100,000+"
Education,4.56,5503,Everyone,2020-03-22,0.0,31M,1.2.4.4,4.1 and up,"1,000,000+"
Entertainment,4.1,2591,Everyone,2019-04-08,0.0,8.3M,1.2,4.0 and up,"500,000+"
Game Role Playing,4.65,605,Teen,2019-12-12,0.0,5.3M,1.0.7,4.0 and up,"10,000+"
Game Adventure,4.65,83179,Teen,2020-04-01,0.0,40M,1.2.11,4.1 and up,"1,000,000+"
Entertainment,4.5,4290,Everyone,2020-01-17,0.0,12M,2.2.2,4.1 and up,"1,000,000+"
Education,4.16,368,Teen,2020-04-21,0.0,11M,8.4.3-lemonde,4.1 and up,"10,000+"
Maps And Navigation,3.15,33,Everyone,2014-04-27,0.0,451k,1.1,2.2 and up,"5,000+"
Personalization,4.12,35658,Everyone,2020-04-08,0.0,8.3M,21,4.4 and up,"5,000,000+"
Medical,4.5,131,Everyone,2018-10-30,0.0,60M,5.0,4.4 and up,"10,000+"
Personalization,4.63,4743,Everyone,2020-03-27,0.0,5.7M,1.2,4.1 and up,"100,000+"
Finance,4.46,325,Everyone,2020-04-01,0.0,9.1M,1.9.12,4.2 and up,"100,000+"
News And Magazines,3.59,4486,Everyone,2020-02-07,0.0,24M,3.4.0,4.1 and up,"500,000+"
News And Magazines,3.59,6959,Everyone,2020-05-06,0.0,65M,2.1.11,4.4 and up,"1,000,000+"
Finance,1.56,32,Everyone,2020-02-20,0.0,2.4M,6.1,6.0 and up,"1,000+"
Tools,3.6,373,Everyone,2018-03-31,0.0,122k,1.0.9,4.1 and up,"10,000+"
Productivity,4.7,253155,Everyone,2019-04-23,0.0,3.5M,3.0.17,4.0 and up,"5,000,000+"
Music And Audio,4.76,3074,Everyone,2020-05-05,0.0,6.2M,4,4.1 and up,"100,000+"
News And Magazines,2.72,2899,Everyone 10+,2020-04-24,0.0,14M,7.0.2,4.2 and up,"100,000+"
Tools,4.6,1420,Everyone,2016-12-13,0.0,1.6M,1.0.606863,5.0 and up,"100,000+"
Family,4.5,110877,Everyone 10+,2019-05-02,0.0,,,,"1,000,000+"
Game Simulation,3.36,53,Everyone,2019-06-12,0.0,93M,1,7.0 and up,"1,000+"
Tools,4.41,973787,Everyone,2020-04-21,0.0,13M,10.26-2d7e7e0,4.4 and up,"100,000,000+"
Sports,4.6,10,Everyone,2014-05-15,289.37039999999996,6.1M,1.0,2.3.3 and up,100+
News And Magazines,4.16,240,Everyone,2020-02-10,0.0,7.9M,2.0.6,4.1 and up,"50,000+"
Medical,4.1,12,Everyone,2018-04-06,148.4142,5.1M,1.2,4.1 and up,"1,000+"
Music And Audio,4.19,9891,Everyone,2019-11-19,0.0,,1.7,,"1,000,000+"
Game Adventure,4.66,48708,Everyone,2020-01-17,0.0,97M,3.8,5.0 and up,"1,000,000+"
Communication,4.45,349993,Everyone,2020-03-19,0.0,4.2M,1.5.42,4.1 and up,"10,000,000+"
Game Strategy,4.26,154657,Teen,2020-03-01,0.0,100M,,4.1 and up,"5,000,000+"
Tools,4.3,434,Everyone,2019-09-12,0.0,3.6M,1.1.9,4.0.3 and up,"50,000+"
Lifestyle,4.45,108,Everyone,2020-01-14,0.0,10M,1.9,4.1 and up,"10,000+"
Game Card,4.48,3817,Everyone,2019-12-26,0.0,24M,1.2.4,4.0.3 and up,"500,000+"
Communication,4.54,12869,Mature 17+,2020-04-12,0.0,26M,2.2,4.1 and up,"1,000,000+"
Game Arcade,3.83,3723,Everyone,2016-12-06,0.0,2.9M,1.0.6,1.5 and up,"1,000,000+"
Photography,3.9,31,Everyone,2019-11-23,0.0,35M,1.0.3,4.1 and up,"1,000+"
Medical,4.38,1023,Everyone,2018-02-18,0.0,85M,1.4.29,4.0.3 and up,"100,000+"
Books And Reference,4.07,176,Everyone,2019-12-23,0.0,4.0M,1.0.7,4.1 and up,"10,000+"
Health And Fitness,4.17,341,Everyone,2020-02-11,73.8342,2.8M,4.0-paid,4.4 and up,"50,000+"
Education,4.5,2,Teen,2019-10-04,0.0,20M,1,4.1 and up,500+
Education,5.0,2,Everyone,2019-12-24,0.0,15M,1.1.0,4.0 and up,100+
Finance,4.45,620,Everyone,2019-06-25,0.0,3.2M,1.2.4,4.0 and up,"50,000+"
Business,2.14,7,Everyone,2018-12-17,0.0,2.1M,1,4.0.3 and up,100+
Tools,4.65,2210,Everyone,2020-05-04,0.0,5.4M,5,4.1 and up,"100,000+"
Game Casual,4.66,318097,Everyone,2020-03-11,0.0,19M,1.12.1,2.3 and up,"10,000,000+"
